자격구분코드,자격구분명,계열명,종목명,설명
C,과정평가형자격,기사,재료조직평가산업기사,금속·세라믹·복합 재료의 미세조직을 분석하고 특성을 평가하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,전산응용기계제도기능사,CAD 프로그램을 이용하여 기계 부품·설비의 도면을 작성하는 기계 제도 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,특수용접기능사,스테인리스·알루미늄·이종 금속 등 특수 재료의 용접에 적용되는 다양한 특수 용접 기법의 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,용접기능사,피복아크·MIG·TIG 등 다양한 방식으로 금속을 접합하는 용접 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,공유압기능사,공압(에어)·유압 회로와 제어 장치를 설치·운전·유지보수하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,조선선체기사,선박의 선체 구조 설계·강도 해석·건조 공정 관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,조선의장기사,선박의 의장(갑판·기관·전기 배관 등) 시스템을 설계하고 설치를 관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,공간정보융합산업기사,GPS·GIS·드론·LiDAR 기술을 융합하여 공간 정보 데이터를 구축·분석하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,공간정보융합기능사,GPS·GIS·드론 측량 데이터를 수집·처리하여 공간 정보 서비스를 구축하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,항공전기·전자정비기능사,항공기의 전기·전자 시스템(발전·배전·계기·조명 등)을 점검·수리하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,목재가공기능사,목재를 절단·가공·성형하여 건축재·가구재·공예품 등 목재 제품을 제작하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,펄프종이제조기능사,목재 펄프를 원료로 종이를 제조하는 공정에서 원료 처리·초지·건조 작업을 수행하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,프레스금형기사,금속 프레스 성형 공정을 위한 금형을 설계·제작·수정하고 품질을 관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,신재생에너지발전설비산업기사(태양광),태양광 발전 시스템의 설계·시공·점검·유지보수에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,자기비파괴검사산업기사,자기탐상법을 이용한 비파괴검사를 계획·수행하고 결과를 분석하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,침투비파괴검사산업기사,침투탐상법을 이용한 비파괴검사를 계획·수행하고 결과를 분석하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,산림산업기사,산림 자원의 조성·보호·이용 관리와 임업 경영에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,방사선비파괴검사산업기사,방사선을 이용한 비파괴검사를 계획·수행하고 결과를 분석하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,바이오공정기능사,의약품·바이오 소재 생산을 위한 발효·세포 배양·정제 공정 설비를 운전하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,화약취급기능사,광산·건설·화공 현장에서 화약류를 안전하게 저장·취급·발파하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,초음파비파괴검사산업기사,초음파를 이용한 비파괴검사를 계획·수행하고 결과를 분석하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,3D프린터개발산업기사,3D 프린팅 시스템의 설계·개발·최적화 및 출력 프로세스 개선에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,정보보안산업기사,네트워크·시스템·데이터의 보안 위협 분석과 보안 대책 수립에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,타워크레인설치·해체기능사,건설 현장에서 타워크레인을 안전하게 조립·설치하고 공사 완료 후 해체하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,산업안전기사,사업장의 유해·위험 요인을 평가하고 안전 관리 계획을 수립·실행하여 산업재해를 예방하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,자동차정비기사,자동차 엔진·새시·전기 시스템을 종합적으로 진단하고 수리를 관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,광산보안기사,광산의 갱내 환경·낙반·화재·폭발 등 위험 요인을 평가하고 보안 대책을 수립하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,공간정보융합기능사,GPS·GIS·드론 측량 데이터를 수집·처리하여 공간 정보 서비스를 구축하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,화약류관리산업기사,화약·폭약의 구매·저장·취급·발파 관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,화약류관리기사,화약류의 구매·저장·운반·발파·폐기 전 과정을 안전하게 관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,화공기사,화학 공정의 설계·운전·최적화 및 화학 제품 생산 관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,건축목공산업기사,목조 건축물의 목재 구조부 시공 관리와 마감 작업에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,자동차정비산업기사,자동차 전반적인 정비와 고장 진단에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,항공산업기사,항공기 기체·엔진·항공전자 시스템의 정비 계획·수행에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,지적산업기사,토지의 경계·면적·위치를 측량·조사하고 지적 공부를 관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,에너지관리산업기사,에너지 사용 설비의 운전·점검과 에너지 절약 방안 수립에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,제품디자인산업기사,공산품의 기능성·심미성·사용성을 고려한 제품 외관 및 형상을 디자인하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,사무자동화산업기사,컴퓨터·네트워크를 활용하여 사무 업무를 효율적으로 처리하고 정보 시스템을 운영하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,잠수산업기사,수중 공사·해양 조사를 위한 잠수 계획 수립·작업 안전 관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,자연생태복원산업기사,자연 생태계 복원 현장에서 식생 조성·토양 안정화 등의 작업을 관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,식물보호산업기사,농작물의 병해충·잡초를 진단하고 방제 약품을 안전하게 사용하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,수질환경산업기사,수질 오염 물질을 측정·분석하고 수처리 시설을 운영·관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,의공산업기사,의료 기기의 원리·설계·유지보수·안전관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,건설재료시험기능사,건설 현장에서 사용되는 콘크리트·아스팔트·골재·토양 등 건설 재료의 품질을 시험·측정하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,에너지관리기능사,보일러·열교환기·냉동 설비 등 열에너지 설비를 안전하고 효율적으로 운전·관리하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,유기농업기능사,화학 농약·비료를 사용하지 않고 유기물·천연 자재를 활용하여 친환경 유기 농산물을 재배하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,의료전자기능사,의료용 전자 기기(심전도·혈압·체온 측정기 등)를 조립·점검·수리하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,수산양식기능사,어류·패류·해조류 등 수산 생물을 양식하기 위한 사육·관리·수확 등 기초 현장 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,위험물기능사,인화성·가연성 등 위험성을 지닌 위험물을 안전하게 저장·취급·운반하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,잠수기능사,수중 구조물 점검·시공·해양 조사 등을 위해 스쿠버 장비를 착용하고 잠수 작업을 수행하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,환경기능사,대기·수질·토양 오염 측정 및 환경오염 방지시설 운영·관리에 필요한 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,산림기능사,산림의 조성·육성·보호·이용에 관한 식재·벌채·산불 예방 등 산림 현장 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,항공장비정비기능사,항공기 탑재 장비(산소·방빙·비상 장비 등)를 점검·수리·교환하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,방재기사,자연재해·사회적 재난에 대비하여 방재 계획을 수립하고 재해 예방 시설을 관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,정밀화학기사,정밀화학 제품(계면활성제·도료·염료·의약 중간체 등)의 합성·제조·품질 관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,로봇소프트웨어개발기사,산업용 로봇의 제어 소프트웨어를 설계·개발·테스트하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,가구제작산업기사,목재·금속·플라스틱 등을 이용한 가구 설계·제작 공정 관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,3D프린터개발산업기사,3D 프린팅 시스템의 설계·개발·최적화 및 출력 프로세스 개선에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,산업안전산업기사,사업장의 위험 요인을 파악하고 안전 관리 계획을 수립·실행하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,설비보전기사,생산 설비의 신뢰성 분석·예방 보전 계획 수립·설비 개선에 필요한 고급 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,일반기계기사,기계 설비의 설계·제작·설치·유지보수 전반에 필요한 기계공학 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,지게차운전기능사,물류·제조·건설 현장에서 화물을 적재·운반하는 지게차를 안전하게 조작하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,항공기정비기능사,항공기의 기체·엔진·기관 시스템을 점검·수리·유지보수하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,스마트공장산업기사,IoT·빅데이터·AI 기반 스마트 생산 시스템을 설계·구축·운영하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,스마트공장기능사,IoT·센서·자동화 기술을 활용한 스마트 생산 설비를 설치·운영·유지보수하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,항공기관정비기능사,항공기 엔진(왕복·가스터빈)의 분해·점검·조립·수리에 필요한 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,표면처리기능사,금속·비금속 제품 표면에 도금·산화·코팅 등을 처리하여 내식성·내마모성·외관을 개선하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,주조산업기사,금속 주조 공정의 설계·작업 관리·품질 관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,배관기능사,급수·급탕·난방·가스·소방 등 각종 배관 시스템을 설치·접합·유지보수하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,표면처리산업기사,도금·코팅·화성처리 등 표면처리 공정을 설계하고 관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,용접기사,각종 용접 공법을 설계하고 용접 품질 관리와 비파괴검사 업무를 총괄하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,의류기사,섬유 소재 선정·의류 패턴 제작·봉제 공정 관리와 품질 검사에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,가스텅스텐아크용접기능사,TIG 용접(가스텅스텐아크용접) 방식으로 스테인리스·알루미늄 등 금속을 정밀 접합하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,실내건축기능사,주거·상업 공간의 내부를 목적에 맞게 설계하고 인테리어 시공 작업을 수행하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,건설기계정비기능사,굴착기·불도저·크레인 등 건설 기계의 엔진·유압·전기 장치를 점검·수리하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,자동차차체수리기능사,교통사고 등으로 손상된 자동차 차체를 판금·용접·교환하여 원래 형상으로 복원하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,조경기사,공원·정원·도시 녹지의 설계·시공·관리를 종합적으로 수행하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,제강기능사,전로·전기로에서 선철·고철을 용해·정련하여 강을 생산하는 제강 공정의 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,금속재료시험기능사,금속 재료의 인장·경도·충격·피로 등 기계적 특성을 시험하여 품질을 평가하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,제품응용모델링기능사,3D CAD 프로그램을 활용하여 공업 제품의 형상을 3차원으로 모델링하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,염색기능사(침염),직물이나 실을 염액에 담가 고르게 물들이는 침염 공정에 필요한 염색약품 조제·염색기 조작 등의 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,염색기능사(날염),직물 표면에 무늬를 인쇄하듯 색상을 입히는 날염 공정에 필요한 색상 배합·날염 기계 조작 등의 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,3D프린터운용기능사,3D 프린터를 이용하여 3차원 모델 데이터를 바탕으로 시제품이나 부품을 출력하고 후처리하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,항공전자정비기능사,항공기의 항법·통신·자동비행 시스템 등 전자·전기 장치를 점검·수리하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,조경산업기사,공원·정원·녹지 공간의 설계와 시공·관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,제선기능사,고로에서 철광석을 환원·용해하여 선철을 생산하는 제선 공정의 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,전자산업기사,전자 회로 설계·전자 장비 제조·품질 관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,금속도장기능사,금속 제품 표면에 방청·미관 목적의 도료를 도장하는 작업에 필요한 표면 처리·도장 기법 등의 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,주조기능사,금속을 녹여 주형에 부어 원하는 형상의 부품을 제조하는 주조 공정 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,압연기능사,고온의 금속 소재를 압연 롤 사이에 통과시켜 판재·봉재·형재 등으로 성형하는 압연 공정 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,축로기능사,제철·제강·요업 등 고온 공정에 사용되는 로(爐)를 내화 재료로 쌓고 유지보수하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,식육가공기사,식육의 도축 후 발골·정형·가공·포장 공정을 설계하고 위생·품질 관리를 수행하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,로더운전기능사,건설·광산 현장에서 토사·암석·원자재를 굴착·적재하는 로더 장비를 안전하게 운전하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,스마트공장산업기사,IoT·빅데이터·AI 기반 스마트 생산 시스템을 설계·구축·운영하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,3D프린터운용기능사,3D 프린터를 이용하여 3차원 모델 데이터를 바탕으로 시제품이나 부품을 출력하고 후처리하는 기초 실무 능력을 검증하는 국가기술자격이다.
S,국가전문자격,기술지도사,기술지도사(기술혁신관리),"중소기업의 연구개발·기술혁신 및 신기술 도입을 지원하는 기술지도사 자격의 전문과목으로, 기술혁신 관리 역량을 검증하는 국가전문자격이다."
C,과정평가형자격,기사,전기공사산업기사,전기 공사의 시공 계획·자재 선정·시공 관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,바이오화학제품제조산업기사,미생물·효소를 활용한 바이오 화학제품(바이오플라스틱·바이오에탄올 등) 제조 공정을 관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,건설안전산업기사,건설 현장의 안전 계획 수립·위험 요소 점검·재해 예방 조치를 수행하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,소방설비산업기사(기계분야),스프링클러·소화 배관·소화전 등 소방 기계 설비의 설계·시공·점검에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,측량및지형공간정보산업기사,GPS·GIS·항공사진 등을 활용하여 지형 데이터를 취득·처리·분석하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,식육가공기사,식육의 도축 후 발골·정형·가공·포장 공정을 설계하고 위생·품질 관리를 수행하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,불도저운전기능사,건설·토목 현장에서 지반 정지·토사 밀기 작업을 수행하는 불도저를 안전하게 운전하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,기중기운전기능사,건설·항만·공장 현장에서 중량물을 들어 올려 이동시키는 기중기(크레인)를 안전하게 운전하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,건축목공기능사,목조 건축물 및 건축 내장재의 목재 가공·조립·마감 작업에 필요한 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,금속재료기사,금속 재료의 제조·가공·열처리·특성 평가를 종합적으로 관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,바이오화학제품제조산업기사,미생물·효소를 활용한 바이오 화학제품(바이오플라스틱·바이오에탄올 등) 제조 공정을 관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,롤러운전기능사,도로 공사 현장에서 지반·아스팔트 등을 다지는 롤러 장비를 안전하게 운전하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,화약류제조기사,화약·폭약·화공품의 제조 공정을 설계하고 안전관리를 총괄하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,스마트공장기능사,IoT·센서·자동화 기술을 활용한 스마트 생산 설비를 설치·운영·유지보수하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,정보기기운용기능사,컴퓨터·통신 장비 등 각종 정보기기의 설치·운용·유지보수에 필요한 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,식품산업기사,식품의 제조·가공·저장·품질 관리 전반에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,승강기기능사,엘리베이터·에스컬레이터 등 승강기의 설치·점검·수리·유지보수에 필요한 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,승강기산업기사,엘리베이터·에스컬레이터·무빙워크 등 승강기의 설계·설치·점검·유지보수에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,농기계정비기능사,트랙터·이앙기·콤바인 등 농업 기계의 점검·수리·유지보수에 필요한 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,종자기능사,농작물 종자의 생산·선별·저장·발아 시험 등 종자 관련 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,식품가공기능사,식품 원료를 가공·제조하여 안전한 식품을 생산하는 식품 제조 공정의 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,원예기능사,채소·화훼·과수 등의 원예 작물을 재배·관리하고 수확·유통하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능장,산림기능장,산림 조성·육성·보호 현장에서 작업을 총괄하고 기능 인력을 지도하는 최고 수준의 산림 숙련 기능 인력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,버섯산업기사,느타리·표고·팽이 등 다양한 버섯의 재배·관리·품질 유지에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,농작업안전보건기사,농업 작업 현장의 안전보건 위험 요인을 분석하고 농업인의 직업병·재해를 예방하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,가구제작기능사,목재 등을 이용하여 가구를 설계·제작·조립·마감하는 현장 작업에 필요한 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,가스기능사,LP가스·도시가스 설비의 배관 설치·검사·수리·안전관리에 필요한 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,신발산업기사,신발 디자인·소재 선정·패턴 제작·제조 공정 관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,광산보안기능사,광산 현장에서 갱내 가스·분진·낙반 등으로 인한 재해를 예방하고 보안 설비를 관리하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,공간정보융합산업기사,GPS·GIS·드론·LiDAR 기술을 융합하여 공간 정보 데이터를 구축·분석하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,철도전기신호기능사,철도 선로의 신호기·전철기·연동 장치 등 철도 전기신호 설비를 설치·점검·유지보수하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,수산양식산업기사,어류·패류·해조류 등 수산 생물의 양식 기술을 설계·관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,로봇하드웨어개발기사,로봇의 기구 설계·센서·액추에이터·전자회로 하드웨어 시스템을 개발하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,가구제작산업기사,목재·금속·플라스틱 등을 이용한 가구 설계·제작 공정 관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,바이오화학제품제조기사,바이오 기반 화학제품 제조 공정을 설계·최적화하고 품질을 관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,가스산업기사,LP가스·도시가스 설비의 설계·시공·검사·안전관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,항공전기·전자정비기능사,항공기의 전기·전자 시스템(발전·배전·계기·조명 등)을 점검·수리하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,거푸집기능사,콘크리트 구조물 시공을 위해 거푸집을 제작·조립·해체하는 현장 작업에 필요한 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,건설기계정비산업기사,건설 기계의 정비 계획 수립 및 수리 업무를 관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,건설안전기사,건설 현장의 위험 요인 분석·안전 대책 수립·안전 교육 실시로 재해를 예방하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,건축도장기능사,건축물 내·외부 벽면에 페인트·도료를 칠하는 도장 작업에 필요한 표면 처리·도장 기법 등의 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,타일기능사,건축물 바닥·벽 등에 타일을 붙이는 타일 시공 작업에 필요한 재료 준비·줄눈 처리·마감 등 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,굴착기운전기능사,건설·토목 현장에서 토사 굴착·정지·운반 작업을 수행하는 굴착기를 안전하게 운전하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,그린전동자동차기사,전기차·하이브리드차 등 친환경 전동 자동차의 구동 시스템·배터리·충전 시스템을 점검·정비하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능장,잠수기능장,수중 공사·해양 조사 현장에서 잠수 작업을 총괄하고 기능 인력을 지도하는 최고 수준의 숙련 잠수 기능 인력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,환경위해관리기사,화학 물질·환경 오염 물질의 위해성을 평가하고 위험 관리 계획을 수립하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,광산보안산업기사,광산 현장의 안전 계획 수립·위험 요소 점검·보안 설비 유지관리를 담당하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,피복아크용접기능사,피복 아크 용접 방식으로 금속 구조물을 접합하는 용접 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,가스텅스텐아크용접기능사,TIG 용접(가스텅스텐아크용접) 방식으로 스테인리스·알루미늄 등 금속을 정밀 접합하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,이륜자동차정비기능사,오토바이·스쿠터 등 이륜자동차의 엔진·전기·제동장치를 점검·수리하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,로봇기구개발기사,로봇의 링크·관절·구동 기구 등 기계 구조를 설계하고 동역학 해석을 수행하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,로봇기구개발기사,로봇의 링크·관절·구동 기구 등 기계 구조를 설계하고 동역학 해석을 수행하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,방사선비파괴검사기능사,방사선(X선·γ선)을 이용하여 용접부나 재료 내부의 결함을 파괴하지 않고 탐지·평가하는 비파괴검사 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,자기비파괴검사기능사,자기탐상법을 이용하여 금속 재료나 용접부의 결함을 파괴하지 않고 탐지·평가하는 비파괴검사 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,초음파비파괴검사기능사,초음파를 이용하여 재료나 용접부 내부의 결함을 파괴하지 않고 탐지·평가하는 비파괴검사 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,침투비파괴검사기능사,침투탐상법을 이용하여 재료 표면의 결함을 파괴하지 않고 탐지·평가하는 비파괴검사 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,철도차량정비기능사,전동차·기관차·객차 등 철도 차량의 기계·전기 장치를 점검·수리·유지보수하는 기초 실무 능력을 검증하는 국가기술자격이다.
